Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TestSuite1,Chrome 75.0.3770.142,,,2019-07-25 13:43:07,2019-07-25 13:43:35,28.021s,INCOMPLETE
,,,,,,,
Test Cases/001 - Login,Chrome 75.0.3770.142,,,2019-07-25 13:43:07,2019-07-25 13:43:35,27.782s,PASSED
"productNumber = ""1934795""",Chrome 75.0.3770.142,,,2019-07-25 13:43:08,2019-07-25 13:43:08,0.002s,PASSED
"FirstName = ""John""",Chrome 75.0.3770.142,,,2019-07-25 13:43:08,2019-07-25 13:43:08,0.001s,PASSED
"LastName = ""Doe""",Chrome 75.0.3770.142,,,2019-07-25 13:43:08,2019-07-25 13:43:08,0.001s,PASSED
"address = ""Alabama Street""",Chrome 75.0.3770.142,,,2019-07-25 13:43:08,2019-07-25 13:43:08,0.001s,PASSED
"city = ""Alabama""",Chrome 75.0.3770.142,,,2019-07-25 13:43:08,2019-07-25 13:43:08,0.001s,PASSED
"visaCardNumber = ""4111111111111111""",Chrome 75.0.3770.142,,,2019-07-25 13:43:08,2019-07-25 13:43:08,0.001s,PASSED
"expireDate = ""1224""",Chrome 75.0.3770.142,,,2019-07-25 13:43:08,2019-07-25 13:43:08,0.001s,PASSED
"securityCode = ""900""",Chrome 75.0.3770.142,,,2019-07-25 13:43:08,2019-07-25 13:43:08,0.001s,PASSED
b2b.utilities.Navigation.OpenBrowser(url),Chrome 75.0.3770.142,,,2019-07-25 13:43:08,2019-07-25 13:43:17,8.886s,PASSED
"click(findTestObject(""Object Repository/button_AcceptCookies""))",Chrome 75.0.3770.142,,,2019-07-25 13:43:17,2019-07-25 13:43:17,0.135s,PASSED
"Login(memberUsername, memberPassword)",Chrome 75.0.3770.142,,,2019-07-25 13:43:17,2019-07-25 13:43:17,0.002s,PASSED
"click(findTestObject(""Object Repository/a_SignInRegister""))",Chrome 75.0.3770.142,,,2019-07-25 13:43:17,2019-07-25 13:43:18,1.157s,PASSED
"setText(findTestObject(""Object Repository/input_EmailAddress""), username, CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-07-25 13:43:18,2019-07-25 13:43:18,0.209s,PASSED
"setText(findTestObject(""Object Repository/input_UserPassword""), password, CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-07-25 13:43:18,2019-07-25 13:43:18,0.133s,PASSED
"click(findTestObject(""Object Repository/button_LogIn""))",Chrome 75.0.3770.142,,,2019-07-25 13:43:18,2019-07-25 13:43:20,1.746s,PASSED
"verifyTextPresent(""WELCOME JOHN"", false, CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-07-25 13:43:20,2019-07-25 13:43:20,0.165s,PASSED
"setText(findTestObject(""Object Repository/input_Search""), productNumber, CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-07-25 13:43:20,2019-07-25 13:43:20,0.109s,PASSED
"sendKeys(findTestObject(""Object Repository/input_Search""), Keys.chord(ENTER))",Chrome 75.0.3770.142,,,2019-07-25 13:43:20,2019-07-25 13:43:25,4.675s,PASSED
"click(findTestObject(""Object Repository/button_AddToCart""))",Chrome 75.0.3770.142,,,2019-07-25 13:43:25,2019-07-25 13:43:25,0.096s,PASSED
"click(findTestObject(""Object Repository/a_ConfirmAddToCart""))",Chrome 75.0.3770.142,,,2019-07-25 13:43:25,2019-07-25 13:43:33,7.767s,PASSED
"click(findTestObject(""Object Repository/button_Check Out""))",Chrome 75.0.3770.142,,,2019-07-25 13:43:33,2019-07-25 13:43:35,2.292s,PASSED
